Simulation:t,X,
1, 0,1
1, 0.01,0.938013
1, 0.02,0.919522
1, 0.03,0.994441
1, 0.04,1.01437
1, 0.05,1.08436
1, 0.06,1.08636
1, 0.07,1.03638
1, 0.08,1.13295
1, 0.09,1.03757
1, 0.1,1.00149
1, 0.11,1.00527
1, 0.12,1.07927
1, 0.13,1.08373
1, 0.14,1.03454
1, 0.15,1.02236
1, 0.16,1.08168
1, 0.17,1.1125
1, 0.18,1.07463
1, 0.19,1.10262
1, 0.2,1.06808
1, 0.21,1.10724
1, 0.22,1.00918
1, 0.23,0.960391
1, 0.24,0.938012
1, 0.25,0.912998
1, 0.26,0.91211
1, 0.27,0.92188
1, 0.28,0.900299
1, 0.29,0.884628
1, 0.3,0.836062
1, 0.31,0.910299
1, 0.32,0.951349
1, 0.33,0.880351
1, 0.34,0.906671
1, 0.35,0.865447
1, 0.36,0.826333
1, 0.37,0.796476
1, 0.38,0.808501
1, 0.39,0.80281
1, 0.4,0.744043
1, 0.41,0.795805
1, 0.42,0.874828
1, 0.43,0.930863
1, 0.44,0.980039
1, 0.45,0.946086
1, 0.46,0.972033
1, 0.47,1.00608
1, 0.48,1.03325
1, 0.49,0.931198
1, 0.5,0.948377
1, 0.51,0.927305
1, 0.52,0.945558
1, 0.53,0.933145
1, 0.54,0.934076
1, 0.55,0.851935
1, 0.56,0.875553
1, 0.57,0.878689
1, 0.58,0.793497
1, 0.59,0.776488
1, 0.6,0.707426
1, 0.61,0.701231
1, 0.62,0.690484
1, 0.63,0.786652
1, 0.64,0.854019
1, 0.65,0.806898
1, 0.66,0.759597
1, 0.67,0.766223
1, 0.68,0.74278
1, 0.69,0.693427
1, 0.7,0.679938
1, 0.71,0.705003
1, 0.72,0.756429
1, 0.73,0.711251
1, 0.74,0.723366
1, 0.75,0.66737
1, 0.76,0.63743
1, 0.77,0.636298
1, 0.78,0.5975
1, 0.79,0.5584
1, 0.8,0.581189
1, 0.81,0.576019
1, 0.82,0.569296
1, 0.83,0.590499
1, 0.84,0.62583
1, 0.85,0.591623
1, 0.86,0.592728
1, 0.87,0.610691
1, 0.88,0.639595
1, 0.89,0.637191
1, 0.9,0.640085
1, 0.91,0.633994
1, 0.92,0.605974
1, 0.93,0.560586
1, 0.94,0.557954
1, 0.95,0.580754
1, 0.96,0.556679
1, 0.97,0.527661
1, 0.98,0.521845
1, 0.99,0.507656
1, 1,0.523711

Simulation:t,X,
2, 0,1
2, 0.01,0.978523
2, 0.02,0.870627
2, 0.03,0.818565
2, 0.04,0.850447
2, 0.05,0.878739
2, 0.06,0.886006
2, 0.07,0.917004
2, 0.08,0.904943
2, 0.09,0.851846
2, 0.1,0.898866
2, 0.11,0.845428
2, 0.12,0.754201
2, 0.13,0.782319
2, 0.14,0.839506
2, 0.15,0.827774
2, 0.16,0.83461
2, 0.17,0.820804
2, 0.18,0.82369
2, 0.19,0.849871
2, 0.2,0.84436
2, 0.21,0.842144
2, 0.22,0.929712
2, 0.23,0.939737
2, 0.24,0.953393
2, 0.25,1.00938
2, 0.26,0.963092
2, 0.27,0.936165
2, 0.28,0.917148
2, 0.29,0.887999
2, 0.3,0.860456
2, 0.31,0.882128
2, 0.32,0.950531
2, 0.33,0.966311
2, 0.34,0.947023
2, 0.35,0.880713
2, 0.36,0.816156
2, 0.37,0.762328
2, 0.38,0.80322
2, 0.39,0.828818
2, 0.4,0.851898
2, 0.41,0.858601
2, 0.42,0.797238
2, 0.43,0.853069
2, 0.44,0.914489
2, 0.45,0.96762
2, 0.46,1.00969
2, 0.47,0.988914
2, 0.48,1.02011
2, 0.49,1.0958
2, 0.5,1.16516
2, 0.51,1.2664
2, 0.52,1.34321
2, 0.53,1.36573
2, 0.54,1.3686
2, 0.55,1.32407
2, 0.56,1.47159
2, 0.57,1.4559
2, 0.58,1.43996
2, 0.59,1.39859
2, 0.6,1.25794
2, 0.61,1.25811
2, 0.62,1.1855
2, 0.63,1.1593
2, 0.64,1.08217
2, 0.65,1.03765
2, 0.66,1.10563
2, 0.67,1.17612
2, 0.68,1.08732
2, 0.69,1.0432
2, 0.7,1.06015
2, 0.71,1.07493
2, 0.72,1.05973
2, 0.73,1.00002
2, 0.74,1.02331
2, 0.75,0.983626
2, 0.76,0.851951
2, 0.77,0.821817
2, 0.78,0.831481
2, 0.79,0.849861
2, 0.8,0.891313
2, 0.81,0.834351
2, 0.82,0.872735
2, 0.83,0.84983
2, 0.84,0.865503
2, 0.85,0.941254
2, 0.86,0.941243
2, 0.87,0.984774
2, 0.88,1.03985
2, 0.89,1.05381
2, 0.9,1.07076
2, 0.91,0.930169
2, 0.92,0.901272
2, 0.93,0.932996
2, 0.94,0.90047
2, 0.95,0.909438
2, 0.96,0.874533
2, 0.97,0.83983
2, 0.98,0.819718
2, 0.99,0.835
2, 1,0.850076

Simulation:t,X,
3, 0,1
3, 0.01,0.947165
3, 0.02,0.972569
3, 0.03,0.90806
3, 0.04,0.884889
3, 0.05,0.891579
3, 0.06,0.88029
3, 0.07,0.918642
3, 0.08,0.938362
3, 0.09,0.922332
3, 0.1,0.928996
3, 0.11,0.946287
3, 0.12,0.939416
3, 0.13,0.968938
3, 0.14,0.960609
3, 0.15,0.93206
3, 0.16,0.912215
3, 0.17,0.897586
3, 0.18,0.849412
3, 0.19,0.847946
3, 0.2,0.861652
3, 0.21,0.903849
3, 0.22,0.881059
3, 0.23,0.822878
3, 0.24,0.819744
3, 0.25,0.861199
3, 0.26,0.843708
3, 0.27,0.925011
3, 0.28,0.89106
3, 0.29,0.866889
3, 0.3,0.928723
3, 0.31,0.930349
3, 0.32,0.956633
3, 0.33,0.907241
3, 0.34,0.881865
3, 0.35,0.887218
3, 0.36,0.929605
3, 0.37,0.863854
3, 0.38,0.860869
3, 0.39,0.882654
3, 0.4,0.90614
3, 0.41,0.902838
3, 0.42,0.912767
3, 0.43,0.881426
3, 0.44,0.901276
3, 0.45,0.933732
3, 0.46,0.900179
3, 0.47,0.936817
3, 0.48,0.951919
3, 0.49,0.925095
3, 0.5,1.05259
3, 0.51,1.01735
3, 0.52,1.03985
3, 0.53,1.08423
3, 0.54,1.06955
3, 0.55,1.1027
3, 0.56,1.12966
3, 0.57,1.1252
3, 0.58,1.16934
3, 0.59,1.15483
3, 0.6,1.20525
3, 0.61,1.25395
3, 0.62,1.15352
3, 0.63,1.1133
3, 0.64,1.20284
3, 0.65,1.3464
3, 0.66,1.31226
3, 0.67,1.27663
3, 0.68,1.21937
3, 0.69,1.19688
3, 0.7,1.08976
3, 0.71,1.14798
3, 0.72,1.13615
3, 0.73,1.16556
3, 0.74,1.20929
3, 0.75,1.22296
3, 0.76,1.14787
3, 0.77,1.11697
3, 0.78,1.03592
3, 0.79,1.02303
3, 0.8,1.13812
3, 0.81,1.238
3, 0.82,1.25267
3, 0.83,1.2038
3, 0.84,1.21623
3, 0.85,1.22829
3, 0.86,1.18726
3, 0.87,1.12248
3, 0.88,1.14141
3, 0.89,1.15187
3, 0.9,1.06038
3, 0.91,1.029
3, 0.92,0.939765
3, 0.93,0.969154
3, 0.94,0.978364
3, 0.95,0.991115
3, 0.96,1.08415
3, 0.97,1.0827
3, 0.98,1.12707
3, 0.99,1.16297
3, 1,1.27718

Simulation:t,X,
4, 0,1
4, 0.01,1.01545
4, 0.02,1.02563
4, 0.03,1.04632
4, 0.04,1.04589
4, 0.05,1.03686
4, 0.06,1.0896
4, 0.07,1.10327
4, 0.08,1.02628
4, 0.09,1.05685
4, 0.1,1.16338
4, 0.11,1.10679
4, 0.12,1.07153
4, 0.13,1.07913
4, 0.14,1.17618
4, 0.15,1.08544
4, 0.16,1.16319
4, 0.17,1.112
4, 0.18,1.16557
4, 0.19,1.18838
4, 0.2,1.34673
4, 0.21,1.40798
4, 0.22,1.45735
4, 0.23,1.44228
4, 0.24,1.31359
4, 0.25,1.22157
4, 0.26,1.26619
4, 0.27,1.30852
4, 0.28,1.30971
4, 0.29,1.41021
4, 0.3,1.31745
4, 0.31,1.3586
4, 0.32,1.3385
4, 0.33,1.40533
4, 0.34,1.4957
4, 0.35,1.5004
4, 0.36,1.49924
4, 0.37,1.42747
4, 0.38,1.40867
4, 0.39,1.41581
4, 0.4,1.49399
4, 0.41,1.59803
4, 0.42,1.60694
4, 0.43,1.4804
4, 0.44,1.4028
4, 0.45,1.39388
4, 0.46,1.43926
4, 0.47,1.35764
4, 0.48,1.23838
4, 0.49,1.1884
4, 0.5,1.23345
4, 0.51,1.34301
4, 0.52,1.34886
4, 0.53,1.2904
4, 0.54,1.339
4, 0.55,1.45415
4, 0.56,1.52631
4, 0.57,1.39049
4, 0.58,1.3546
4, 0.59,1.3857
4, 0.6,1.40802
4, 0.61,1.39866
4, 0.62,1.38456
4, 0.63,1.31445
4, 0.64,1.35747
4, 0.65,1.23127
4, 0.66,1.20369
4, 0.67,1.14146
4, 0.68,1.09169
4, 0.69,1.16881
4, 0.7,1.12207
4, 0.71,1.0703
4, 0.72,1.08161
4, 0.73,1.1048
4, 0.74,1.2145
4, 0.75,1.18329
4, 0.76,1.05641
4, 0.77,1.08666
4, 0.78,1.15545
4, 0.79,1.13181
4, 0.8,1.16616
4, 0.81,1.2517
4, 0.82,1.26198
4, 0.83,1.29927
4, 0.84,1.29364
4, 0.85,1.30854
4, 0.86,1.36462
4, 0.87,1.35851
4, 0.88,1.30674
4, 0.89,1.2689
4, 0.9,1.23434
4, 0.91,1.28405
4, 0.92,1.24162
4, 0.93,1.30942
4, 0.94,1.3583
4, 0.95,1.3012
4, 0.96,1.28016
4, 0.97,1.27916
4, 0.98,1.40059
4, 0.99,1.29174
4, 1,1.26099

Simulation:t,X,
5, 0,1
5, 0.01,0.955016
5, 0.02,0.981873
5, 0.03,0.990425
5, 0.04,0.982992
5, 0.05,0.930803
5, 0.06,0.944791
5, 0.07,0.995862
5, 0.08,0.971114
5, 0.09,0.993038
5, 0.1,1.04927
5, 0.11,1.04825
5, 0.12,0.980546
5, 0.13,0.968462
5, 0.14,0.98074
5, 0.15,0.899401
5, 0.16,0.882363
5, 0.17,0.909308
5, 0.18,0.952701
5, 0.19,0.925346
5, 0.2,0.907086
5, 0.21,0.846127
5, 0.22,0.844193
5, 0.23,0.792829
5, 0.24,0.831815
5, 0.25,0.86586
5, 0.26,0.853826
5, 0.27,0.846272
5, 0.28,0.861733
5, 0.29,0.924883
5, 0.3,0.965517
5, 0.31,1.08515
5, 0.32,1.05135
5, 0.33,1.07611
5, 0.34,0.949973
5, 0.35,0.927238
5, 0.36,0.917841
5, 0.37,0.941471
5, 0.38,0.931851
5, 0.39,0.99538
5, 0.4,1.03207
5, 0.41,1.01575
5, 0.42,1.03871
5, 0.43,1.01909
5, 0.44,1.07744
5, 0.45,0.993396
5, 0.46,0.937726
5, 0.47,0.953087
5, 0.48,0.915299
5, 0.49,0.868493
5, 0.5,0.84459
5, 0.51,0.878999
5, 0.52,0.914283
5, 0.53,0.971384
5, 0.54,0.959381
5, 0.55,0.936707
5, 0.56,0.940674
5, 0.57,0.873938
5, 0.58,0.784355
5, 0.59,0.755534
5, 0.6,0.765646
5, 0.61,0.89389
5, 0.62,0.952042
5, 0.63,0.915994
5, 0.64,0.914328
5, 0.65,0.906367
5, 0.66,0.895951
5, 0.67,0.946823
5, 0.68,0.942916
5, 0.69,0.891805
5, 0.7,0.942646
5, 0.71,1.02081
5, 0.72,0.988478
5, 0.73,1.11715
5, 0.74,1.20088
5, 0.75,1.20729
5, 0.76,1.29105
5, 0.77,1.28045
5, 0.78,1.29007
5, 0.79,1.19951
5, 0.8,1.09044
5, 0.81,1.09968
5, 0.82,1.18944
5, 0.83,1.2239
5, 0.84,1.1264
5, 0.85,1.15332
5, 0.86,1.23174
5, 0.87,1.13704
5, 0.88,1.12435
5, 0.89,1.12466
5, 0.9,1.15442
5, 0.91,1.07875
5, 0.92,1.09857
5, 0.93,1.13179
5, 0.94,1.18537
5, 0.95,1.25311
5, 0.96,1.30836
5, 0.97,1.28111
5, 0.98,1.46976
5, 0.99,1.42635
5, 1,1.48356

Simulation:t,X,
6, 0,1
6, 0.01,1.04148
6, 0.02,1.00033
6, 0.03,1.01184
6, 0.04,1.00238
6, 0.05,0.999779
6, 0.06,0.929223
6, 0.07,0.955875
6, 0.08,0.989828
6, 0.09,0.916828
6, 0.1,0.92042
6, 0.11,0.975874
6, 0.12,0.935272
6, 0.13,0.899277
6, 0.14,0.987239
6, 0.15,1.0282
6, 0.16,1.01779
6, 0.17,1.01291
6, 0.18,1.07973
6, 0.19,1.0477
6, 0.2,1.07722
6, 0.21,1.0302
6, 0.22,1.04183
6, 0.23,0.976371
6, 0.24,0.943379
6, 0.25,1.04736
6, 0.26,1.12732
6, 0.27,1.12505
6, 0.28,1.07001
6, 0.29,1.02776
6, 0.3,1.01189
6, 0.31,1.04055
6, 0.32,0.99459
6, 0.33,1.02417
6, 0.34,1.00116
6, 0.35,1.02083
6, 0.36,1.03447
6, 0.37,1.06751
6, 0.38,1.06787
6, 0.39,1.04004
6, 0.4,0.956587
6, 0.41,0.859978
6, 0.42,0.834852
6, 0.43,0.802582
6, 0.44,0.740187
6, 0.45,0.707881
6, 0.46,0.692902
6, 0.47,0.718075
6, 0.48,0.713777
6, 0.49,0.652829
6, 0.5,0.672241
6, 0.51,0.681523
6, 0.52,0.642563
6, 0.53,0.65265
6, 0.54,0.63973
6, 0.55,0.643563
6, 0.56,0.664303
6, 0.57,0.710783
6, 0.58,0.70459
6, 0.59,0.652492
6, 0.6,0.665487
6, 0.61,0.690023
6, 0.62,0.742654
6, 0.63,0.770473
6, 0.64,0.702649
6, 0.65,0.668831
6, 0.66,0.686491
6, 0.67,0.667677
6, 0.68,0.648912
6, 0.69,0.626491
6, 0.7,0.658252
6, 0.71,0.613522
6, 0.72,0.639141
6, 0.73,0.639251
6, 0.74,0.676551
6, 0.75,0.70635
6, 0.76,0.717392
6, 0.77,0.745496
6, 0.78,0.776757
6, 0.79,0.780363
6, 0.8,0.832109
6, 0.81,0.864975
6, 0.82,0.901707
6, 0.83,0.843674
6, 0.84,0.840086
6, 0.85,0.916381
6, 0.86,0.85817
6, 0.87,0.907135
6, 0.88,1.03254
6, 0.89,1.05017
6, 0.9,1.02682
6, 0.91,1.02032
6, 0.92,0.973684
6, 0.93,0.965751
6, 0.94,0.956877
6, 0.95,1.02778
6, 0.96,0.960275
6, 0.97,0.952097
6, 0.98,0.947814
6, 0.99,0.919528
6, 1,0.947326

Simulation:t,X,
7, 0,1
7, 0.01,0.964039
7, 0.02,0.968701
7, 0.03,0.948672
7, 0.04,0.970718
7, 0.05,0.90706
7, 0.06,0.869143
7, 0.07,0.833553
7, 0.08,0.772967
7, 0.09,0.777399
7, 0.1,0.802535
7, 0.11,0.791129
7, 0.12,0.862609
7, 0.13,0.884154
7, 0.14,0.79399
7, 0.15,0.835123
7, 0.16,0.820152
7, 0.17,0.848939
7, 0.18,0.824912
7, 0.19,0.849529
7, 0.2,0.841022
7, 0.21,0.790842
7, 0.22,0.860237
7, 0.23,0.838489
7, 0.24,0.830631
7, 0.25,0.808163
7, 0.26,0.802973
7, 0.27,0.823924
7, 0.28,0.792995
7, 0.29,0.812948
7, 0.3,0.876081
7, 0.31,0.912602
7, 0.32,0.910291
7, 0.33,0.885429
7, 0.34,0.878708
7, 0.35,0.907102
7, 0.36,0.859634
7, 0.37,0.85151
7, 0.38,0.766446
7, 0.39,0.769644
7, 0.4,0.776515
7, 0.41,0.83409
7, 0.42,0.808564
7, 0.43,0.768629
7, 0.44,0.785056
7, 0.45,0.802834
7, 0.46,0.812301
7, 0.47,0.816343
7, 0.48,0.831134
7, 0.49,0.86563
7, 0.5,0.914018
7, 0.51,0.874295
7, 0.52,0.925397
7, 0.53,0.918593
7, 0.54,0.927907
7, 0.55,0.91744
7, 0.56,0.966676
7, 0.57,0.964675
7, 0.58,0.939007
7, 0.59,0.900828
7, 0.6,0.946599
7, 0.61,0.858722
7, 0.62,0.906719
7, 0.63,0.889261
7, 0.64,0.844046
7, 0.65,0.854415
7, 0.66,0.851109
7, 0.67,0.801742
7, 0.68,0.770774
7, 0.69,0.779468
7, 0.7,0.765404
7, 0.71,0.775188
7, 0.72,0.806043
7, 0.73,0.787464
7, 0.74,0.808423
7, 0.75,0.772188
7, 0.76,0.703673
7, 0.77,0.698417
7, 0.78,0.668416
7, 0.79,0.716858
7, 0.8,0.742125
7, 0.81,0.755218
7, 0.82,0.849336
7, 0.83,0.833584
7, 0.84,0.767966
7, 0.85,0.714607
7, 0.86,0.692151
7, 0.87,0.692577
7, 0.88,0.705825
7, 0.89,0.735737
7, 0.9,0.725076
7, 0.91,0.68547
7, 0.92,0.684295
7, 0.93,0.697474
7, 0.94,0.739114
7, 0.95,0.732242
7, 0.96,0.776338
7, 0.97,0.844187
7, 0.98,0.860816
7, 0.99,0.841749
7, 1,0.810129

Simulation:t,X,
8, 0,1
8, 0.01,0.968306
8, 0.02,0.947374
8, 0.03,0.935535
8, 0.04,0.926285
8, 0.05,0.972455
8, 0.06,0.900975
8, 0.07,0.842058
8, 0.08,0.807204
8, 0.09,0.844351
8, 0.1,0.78315
8, 0.11,0.755532
8, 0.12,0.757145
8, 0.13,0.776407
8, 0.14,0.757358
8, 0.15,0.773633
8, 0.16,0.737319
8, 0.17,0.767874
8, 0.18,0.734602
8, 0.19,0.676117
8, 0.2,0.65684
8, 0.21,0.761879
8, 0.22,0.799543
8, 0.23,0.820997
8, 0.24,0.864241
8, 0.25,0.827168
8, 0.26,0.89438
8, 0.27,0.773139
8, 0.28,0.813775
8, 0.29,0.875874
8, 0.3,0.848573
8, 0.31,0.802992
8, 0.32,0.710425
8, 0.33,0.708989
8, 0.34,0.679352
8, 0.35,0.72838
8, 0.36,0.661835
8, 0.37,0.695085
8, 0.38,0.723592
8, 0.39,0.730497
8, 0.4,0.744903
8, 0.41,0.695004
8, 0.42,0.72297
8, 0.43,0.725171
8, 0.44,0.790779
8, 0.45,0.774248
8, 0.46,0.742716
8, 0.47,0.740439
8, 0.48,0.757452
8, 0.49,0.725493
8, 0.5,0.769957
8, 0.51,0.802151
8, 0.52,0.760015
8, 0.53,0.776228
8, 0.54,0.830383
8, 0.55,0.833622
8, 0.56,0.896569
8, 0.57,0.809391
8, 0.58,0.840459
8, 0.59,0.893211
8, 0.6,0.882807
8, 0.61,0.832625
8, 0.62,0.846856
8, 0.63,0.728873
8, 0.64,0.727995
8, 0.65,0.740886
8, 0.66,0.776591
8, 0.67,0.766026
8, 0.68,0.764015
8, 0.69,0.737856
8, 0.7,0.743992
8, 0.71,0.789388
8, 0.72,0.806529
8, 0.73,0.82918
8, 0.74,0.833761
8, 0.75,0.755949
8, 0.76,0.703657
8, 0.77,0.682884
8, 0.78,0.608622
8, 0.79,0.636866
8, 0.8,0.642795
8, 0.81,0.665648
8, 0.82,0.776284
8, 0.83,0.734001
8, 0.84,0.678271
8, 0.85,0.678408
8, 0.86,0.640487
8, 0.87,0.705583
8, 0.88,0.67366
8, 0.89,0.665108
8, 0.9,0.649235
8, 0.91,0.67853
8, 0.92,0.669374
8, 0.93,0.615879
8, 0.94,0.642832
8, 0.95,0.64009
8, 0.96,0.57542
8, 0.97,0.573808
8, 0.98,0.487389
8, 0.99,0.49045
8, 1,0.480995

Simulation:t,X,
9, 0,1
9, 0.01,0.920156
9, 0.02,0.901317
9, 0.03,0.880916
9, 0.04,0.875099
9, 0.05,0.847409
9, 0.06,0.903559
9, 0.07,0.84692
9, 0.08,0.853326
9, 0.09,0.908078
9, 0.1,0.900454
9, 0.11,0.919331
9, 0.12,0.880572
9, 0.13,0.884643
9, 0.14,0.904594
9, 0.15,0.959904
9, 0.16,0.969085
9, 0.17,0.998765
9, 0.18,1.02804
9, 0.19,1.05518
9, 0.2,1.10238
9, 0.21,1.2004
9, 0.22,1.21766
9, 0.23,1.23017
9, 0.24,1.20954
9, 0.25,1.09954
9, 0.26,1.03166
9, 0.27,1.03387
9, 0.28,1.08678
9, 0.29,1.12813
9, 0.3,1.07268
9, 0.31,1.0416
9, 0.32,1.104
9, 0.33,1.03179
9, 0.34,0.972518
9, 0.35,0.879347
9, 0.36,0.889448
9, 0.37,0.845297
9, 0.38,0.832564
9, 0.39,0.784467
9, 0.4,0.816123
9, 0.41,0.86748
9, 0.42,0.8445
9, 0.43,0.802128
9, 0.44,0.834823
9, 0.45,0.808029
9, 0.46,0.849198
9, 0.47,0.852946
9, 0.48,0.854612
9, 0.49,0.837167
9, 0.5,0.827882
9, 0.51,0.782225
9, 0.52,0.793014
9, 0.53,0.838841
9, 0.54,0.835803
9, 0.55,0.894282
9, 0.56,0.887259
9, 0.57,0.889316
9, 0.58,0.844309
9, 0.59,0.865764
9, 0.6,0.973053
9, 0.61,1.00061
9, 0.62,1.05481
9, 0.63,1.06511
9, 0.64,1.13439
9, 0.65,1.10512
9, 0.66,1.12728
9, 0.67,1.07836
9, 0.68,1.1354
9, 0.69,1.14367
9, 0.7,1.16436
9, 0.71,1.31355
9, 0.72,1.39248
9, 0.73,1.38923
9, 0.74,1.22454
9, 0.75,1.17062
9, 0.76,1.3085
9, 0.77,1.35965
9, 0.78,1.43622
9, 0.79,1.54725
9, 0.8,1.57835
9, 0.81,1.46419
9, 0.82,1.62486
9, 0.83,1.51479
9, 0.84,1.51521
9, 0.85,1.53124
9, 0.86,1.4823
9, 0.87,1.47791
9, 0.88,1.47334
9, 0.89,1.54611
9, 0.9,1.42336
9, 0.91,1.50598
9, 0.92,1.53856
9, 0.93,1.57314
9, 0.94,1.54615
9, 0.95,1.4659
9, 0.96,1.54613
9, 0.97,1.46152
9, 0.98,1.47812
9, 0.99,1.35449
9, 1,1.36601

Simulation:t,X,
10, 0,1
10, 0.01,0.94671
10, 0.02,0.972496
10, 0.03,0.905663
10, 0.04,0.835058
10, 0.05,0.872564
10, 0.06,0.895444
10, 0.07,0.869904
10, 0.08,0.894566
10, 0.09,0.924102
10, 0.1,0.952302
10, 0.11,0.981586
10, 0.12,0.987046
10, 0.13,0.991195
10, 0.14,0.967655
10, 0.15,0.959693
10, 0.16,0.987822
10, 0.17,0.987506
10, 0.18,1.00652
10, 0.19,1.08502
10, 0.2,1.07321
10, 0.21,1.04405
10, 0.22,1.03625
10, 0.23,1.05107
10, 0.24,0.991768
10, 0.25,0.965274
10, 0.26,0.945673
10, 0.27,0.979834
10, 0.28,0.981615
10, 0.29,0.968201
10, 0.3,0.963374
10, 0.31,1.02384
10, 0.32,0.967073
10, 0.33,0.960397
10, 0.34,0.989231
10, 0.35,1.08523
10, 0.36,1.0474
10, 0.37,1.01849
10, 0.38,0.916832
10, 0.39,0.943207
10, 0.4,0.927837
10, 0.41,0.964392
10, 0.42,0.963093
10, 0.43,1.03799
10, 0.44,1.06948
10, 0.45,1.04932
10, 0.46,1.00415
10, 0.47,1.03318
10, 0.48,1.01601
10, 0.49,1.06187
10, 0.5,1.15985
10, 0.51,1.22079
10, 0.52,1.2378
10, 0.53,1.21796
10, 0.54,1.22265
10, 0.55,1.14873
10, 0.56,1.13031
10, 0.57,1.16745
10, 0.58,1.12923
10, 0.59,1.125
10, 0.6,1.16945
10, 0.61,1.28539
10, 0.62,1.36854
10, 0.63,1.34695
10, 0.64,1.24048
10, 0.65,1.19763
10, 0.66,1.12797
10, 0.67,1.08594
10, 0.68,1.06636
10, 0.69,1.03365
10, 0.7,1.01519
10, 0.71,1.04229
10, 0.72,1.09569
10, 0.73,1.18141
10, 0.74,1.16321
10, 0.75,1.11985
10, 0.76,1.1181
10, 0.77,1.15946
10, 0.78,1.10726
10, 0.79,1.13698
10, 0.8,1.18383
10, 0.81,1.23027
10, 0.82,1.18646
10, 0.83,1.17466
10, 0.84,1.12264
10, 0.85,1.12895
10, 0.86,1.14967
10, 0.87,1.15538
10, 0.88,1.2176
10, 0.89,1.30726
10, 0.9,1.4348
10, 0.91,1.49044
10, 0.92,1.3856
10, 0.93,1.48805
10, 0.94,1.50421
10, 0.95,1.55445
10, 0.96,1.37469
10, 0.97,1.26332
10, 0.98,1.28249
10, 0.99,1.28579
10, 1,1.24624

Simulation:t,X,
11, 0,1
11, 0.01,0.993103
11, 0.02,0.957319
11, 0.03,0.934471
11, 0.04,0.89057
11, 0.05,0.890435
11, 0.06,0.843791
11, 0.07,0.89426
11, 0.08,0.841644
11, 0.09,0.860883
11, 0.1,0.885832
11, 0.11,0.858962
11, 0.12,0.89025
11, 0.13,0.918585
11, 0.14,0.871054
11, 0.15,0.906108
11, 0.16,0.917826
11, 0.17,0.951317
11, 0.18,1.01842
11, 0.19,0.992497
11, 0.2,1.05026
11, 0.21,1.05618
11, 0.22,1.06558
11, 0.23,1.01701
11, 0.24,0.949251
11, 0.25,0.872844
11, 0.26,0.892118
11, 0.27,0.942548
11, 0.28,0.978433
11, 0.29,0.99479
11, 0.3,1.005
11, 0.31,1.06402
11, 0.32,1.07765
11, 0.33,1.15453
11, 0.34,1.15919
11, 0.35,1.11723
11, 0.36,1.04023
11, 0.37,1.10124
11, 0.38,1.05091
11, 0.39,1.08956
11, 0.4,1.09638
11, 0.41,1.0786
11, 0.42,1.16763
11, 0.43,1.20356
11, 0.44,1.16677
11, 0.45,1.12706
11, 0.46,1.13034
11, 0.47,1.19735
11, 0.48,1.13293
11, 0.49,1.12628
11, 0.5,1.185
11, 0.51,1.16123
11, 0.52,1.16935
11, 0.53,1.15428
11, 0.54,1.14934
11, 0.55,1.10563
11, 0.56,1.12825
11, 0.57,1.09703
11, 0.58,1.02316
11, 0.59,0.937961
11, 0.6,0.951628
11, 0.61,1.01444
11, 0.62,0.974956
11, 0.63,1.05997
11, 0.64,1.04316
11, 0.65,1.02571
11, 0.66,1.00053
11, 0.67,0.942046
11, 0.68,0.928294
11, 0.69,0.972521
11, 0.7,1.00947
11, 0.71,0.992798
11, 0.72,1.04388
11, 0.73,1.00907
11, 0.74,1.07017
11, 0.75,1.03361
11, 0.76,1.05902
11, 0.77,1.08873
11, 0.78,1.04777
11, 0.79,0.946968
11, 0.8,1.01236
11, 0.81,0.934912
11, 0.82,0.866519
11, 0.83,0.875083
11, 0.84,0.844816
11, 0.85,0.8577
11, 0.86,0.897332
11, 0.87,0.943781
11, 0.88,0.872958
11, 0.89,0.913643
11, 0.9,0.992542
11, 0.91,0.987522
11, 0.92,0.998045
11, 0.93,0.93176
11, 0.94,0.897855
11, 0.95,0.897468
11, 0.96,0.939549
11, 0.97,0.918622
11, 0.98,0.939064
11, 0.99,0.948891
11, 1,0.887135

Simulation:t,X,
12, 0,1
12, 0.01,1.02868
12, 0.02,1.10215
12, 0.03,1.14406
12, 0.04,1.18027
12, 0.05,1.15877
12, 0.06,1.19138
12, 0.07,1.19675
12, 0.08,1.29003
12, 0.09,1.26122
12, 0.1,1.28178
12, 0.11,1.17098
12, 0.12,1.16327
12, 0.13,1.03736
12, 0.14,0.969002
12, 0.15,0.99725
12, 0.16,1.0069
12, 0.17,0.918309
12, 0.18,0.87356
12, 0.19,0.853094
12, 0.2,0.83186
12, 0.21,0.841983
12, 0.22,0.749751
12, 0.23,0.783106
12, 0.24,0.84102
12, 0.25,0.797752
12, 0.26,0.815712
12, 0.27,0.759326
12, 0.28,0.870364
12, 0.29,0.825453
12, 0.3,0.897464
12, 0.31,0.866442
12, 0.32,0.857219
12, 0.33,0.849888
12, 0.34,0.871061
12, 0.35,0.881053
12, 0.36,0.868705
12, 0.37,0.863105
12, 0.38,0.903152
12, 0.39,0.871688
12, 0.4,0.81056
12, 0.41,0.866924
12, 0.42,0.889541
12, 0.43,0.883295
12, 0.44,0.86454
12, 0.45,0.893904
12, 0.46,0.906529
12, 0.47,0.861451
12, 0.48,0.896067
12, 0.49,0.803718
12, 0.5,0.829921
12, 0.51,0.921162
