Simulation:t,X,
98, 0.13,1.03297
98, 0.14,1.03837
98, 0.15,1.09138
98, 0.16,1.12218
98, 0.17,1.06053
98, 0.18,1.10956
98, 0.19,1.11852
98, 0.2,1.15281
98, 0.21,1.20344
98, 0.22,1.22712
98, 0.23,1.08822
98, 0.24,1.01656
98, 0.25,1.04513
98, 0.26,1.07586
98, 0.27,0.946393
98, 0.28,0.966014
98, 0.29,0.983923
98, 0.3,0.996586
98, 0.31,0.907843
98, 0.32,0.914459
98, 0.33,0.989914
98, 0.34,0.999421
98, 0.35,1.04695
98, 0.36,0.936918
98, 0.37,0.981866
98, 0.38,0.914628
98, 0.39,0.908561
98, 0.4,0.850343
98, 0.41,0.867948
98, 0.42,0.881076
98, 0.43,0.937073
98, 0.44,0.9466
98, 0.45,0.982709
98, 0.46,0.998295
98, 0.47,0.965441
98, 0.48,0.892796
98, 0.49,0.83585
98, 0.5,0.721557
98, 0.51,0.723825
98, 0.52,0.707534
98, 0.53,0.719906
98, 0.54,0.70626
98, 0.55,0.687345
98, 0.56,0.724007
98, 0.57,0.765189
98, 0.58,0.731916
98, 0.59,0.777927
98, 0.6,0.768709
98, 0.61,0.770623
98, 0.62,0.799986
98, 0.63,0.789011
98, 0.64,0.805439
98, 0.65,0.769859
98, 0.66,0.773681
98, 0.67,0.720337
98, 0.68,0.75691
98, 0.69,0.78309
98, 0.7,0.696895
98, 0.71,0.662399
98, 0.72,0.680115
98, 0.73,0.715814
98, 0.74,0.770415
98, 0.75,0.80289
98, 0.76,0.770839
98, 0.77,0.833588
98, 0.78,0.802803
98, 0.79,0.789119
98, 0.8,0.847773
98, 0.81,0.908127
98, 0.82,0.979831
98, 0.83,0.982333
98, 0.84,0.985213
98, 0.85,0.980658
98, 0.86,1.04204
98, 0.87,1.00418
98, 0.88,0.995597
98, 0.89,0.856433
98, 0.9,0.756849
98, 0.91,0.709416
98, 0.92,0.732666
98, 0.93,0.796076
98, 0.94,0.792007
98, 0.95,0.832474
98, 0.96,0.809202
98, 0.97,0.78373
98, 0.98,0.825259
98, 0.99,0.795421
98, 1,0.792309

Simulation:t,X,
99, 0,1
99, 0.01,1.02187
99, 0.02,1.00203
99, 0.03,1.01775
99, 0.04,0.974861
99, 0.05,0.984537
99, 0.06,1.01634
99, 0.07,1.07738
99, 0.08,1.09312
99, 0.09,1.25827
99, 0.1,1.12701
99, 0.11,1.24932
99, 0.12,1.2705
99, 0.13,1.26473
99, 0.14,1.16523
99, 0.15,1.11399
99, 0.16,1.26323
99, 0.17,1.26246
99, 0.18,1.28377
99, 0.19,1.30469
99, 0.2,1.32313
99, 0.21,1.29675
99, 0.22,1.38284
99, 0.23,1.376
99, 0.24,1.27566
99, 0.25,1.26223
99, 0.26,1.16392
99, 0.27,1.17278
99, 0.28,1.16526
99, 0.29,1.20926
99, 0.3,1.33598
99, 0.31,1.29886
99, 0.32,1.28187
99, 0.33,1.3241
99, 0.34,1.29772
99, 0.35,1.2037
99, 0.36,1.18594
99, 0.37,1.20411
99, 0.38,1.27725
99, 0.39,1.25543
99, 0.4,1.19685
99, 0.41,1.25414
99, 0.42,1.23431
99, 0.43,1.29487
99, 0.44,1.21786
99, 0.45,1.22992
99, 0.46,1.26779
99, 0.47,1.21172
99, 0.48,1.24465
99, 0.49,1.20418
99, 0.5,1.07758
99, 0.51,1.0796
99, 0.52,1.1185
99, 0.53,1.1623
99, 0.54,1.15027
99, 0.55,1.21935
99, 0.56,1.32381
99, 0.57,1.31942
99, 0.58,1.31048
99, 0.59,1.3637
99, 0.6,1.40909
99, 0.61,1.44033
99, 0.62,1.34327
99, 0.63,1.36122
99, 0.64,1.25568
99, 0.65,1.20839
99, 0.66,1.16744
99, 0.67,1.17552
99, 0.68,1.1016
99, 0.69,1.08652
99, 0.7,1.08729
99, 0.71,0.977556
99, 0.72,0.983172
99, 0.73,0.99994
99, 0.74,1.08485
99, 0.75,1.01753
99, 0.76,1.0174
99, 0.77,0.955848
99, 0.78,0.970363
99, 0.79,1.01359
99, 0.8,0.914012
99, 0.81,0.880058
99, 0.82,0.804195
99, 0.83,0.815779
99, 0.84,0.798917
99, 0.85,0.822445
99, 0.86,0.8159
99, 0.87,0.802038
99, 0.88,0.804524
99, 0.89,0.788463
99, 0.9,0.731705
99, 0.91,0.691934
99, 0.92,0.697503
99, 0.93,0.736859
99, 0.94,0.746873
99, 0.95,0.784227
99, 0.96,0.744584
99, 0.97,0.76362
99, 0.98,0.696728
99, 0.99,0.71052
99, 1,0.659743

Simulation:t,X,
100, 0,1
100, 0.01,0.91824
100, 0.02,0.979802
100, 0.03,1.03627
100, 0.04,1.04599
100, 0.05,1.0098
100, 0.06,1.0167
100, 0.07,1.0356
100, 0.08,1.04615
100, 0.09,1.06606
100, 0.1,1.05835
100, 0.11,1.14013
100, 0.12,1.10811
100, 0.13,1.06608
100, 0.14,1.13431
100, 0.15,1.18669
100, 0.16,1.2417
100, 0.17,1.31602
100, 0.18,1.36509
100, 0.19,1.24691
100, 0.2,1.22683
100, 0.21,1.28146
100, 0.22,1.15613
100, 0.23,1.14615
100, 0.24,1.05841
100, 0.25,0.986102
100, 0.26,0.983399
100, 0.27,1.0064
100, 0.28,1.08298
100, 0.29,1.14298
100, 0.3,1.1538
100, 0.31,1.16533
100, 0.32,1.16713
100, 0.33,1.10924
100, 0.34,1.06498
100, 0.35,1.01898
100, 0.36,1.0226
100, 0.37,0.992099
100, 0.38,1.0022
100, 0.39,0.948892
100, 0.4,0.87688
100, 0.41,0.899812
100, 0.42,0.913137
100, 0.43,0.866426
100, 0.44,0.867352
100, 0.45,0.891173
100, 0.46,0.836408
100, 0.47,0.85624
100, 0.48,0.866404
100, 0.49,0.850314
100, 0.5,0.84863
100, 0.51,0.803508
100, 0.52,0.803311
100, 0.53,0.898169
100, 0.54,0.861155
100, 0.55,0.855976
100, 0.56,0.778757
100, 0.57,0.814817
100, 0.58,0.794833
100, 0.59,0.838415
100, 0.6,0.831823
100, 0.61,0.856282
100, 0.62,0.899895
100, 0.63,0.957773
100, 0.64,0.910501
100, 0.65,0.947629
100, 0.66,1.02203
100, 0.67,1.00688
100, 0.68,1.07066
100, 0.69,1.12341
100, 0.7,1.13862
100, 0.71,1.16236
100, 0.72,1.11778
100, 0.73,1.16199
100, 0.74,1.1237
100, 0.75,1.19993
100, 0.76,1.28239
100, 0.77,1.17369
100, 0.78,1.21169
100, 0.79,1.25726
100, 0.8,1.23117
100, 0.81,1.22773
100, 0.82,1.21742
100, 0.83,1.14653
100, 0.84,1.23979
100, 0.85,1.20115
100, 0.86,1.12407
100, 0.87,1.17533
100, 0.88,1.11137
100, 0.89,1.22016
100, 0.9,1.32103
100, 0.91,1.40298
100, 0.92,1.3605
100, 0.93,1.25957
100, 0.94,1.13835
100, 0.95,1.12214
100, 0.96,1.2449
100, 0.97,1.28909
100, 0.98,1.30096
100, 0.99,1.2485
100, 1,1.27293

