Simulation:t,X,
66, 0.66,0.476384
66, 0.67,0.511147
66, 0.68,0.511689
66, 0.69,0.491579
66, 0.7,0.55126
66, 0.71,0.56472
66, 0.72,0.562947
66, 0.73,0.499651
66, 0.74,0.439614
66, 0.75,0.46014
66, 0.76,0.478329
66, 0.77,0.473038
66, 0.78,0.515213
66, 0.79,0.540977
66, 0.8,0.540851
66, 0.81,0.559457
66, 0.82,0.603175
66, 0.83,0.614969
66, 0.84,0.680798
66, 0.85,0.627083
66, 0.86,0.602905
66, 0.87,0.591128
66, 0.88,0.601036
66, 0.89,0.594713
66, 0.9,0.500578
66, 0.91,0.503498
66, 0.92,0.539441
66, 0.93,0.562063
66, 0.94,0.546731
66, 0.95,0.558371
66, 0.96,0.584751
66, 0.97,0.620041
66, 0.98,0.612717
66, 0.99,0.639347
66, 1,0.669596

Simulation:t,X,
67, 0,1
67, 0.01,1.06177
67, 0.02,1.13291
67, 0.03,1.10744
67, 0.04,1.08516
67, 0.05,1.00761
67, 0.06,1.05734
67, 0.07,1.08443
67, 0.08,1.14424
67, 0.09,1.15082
67, 0.1,1.14638
67, 0.11,1.11631
67, 0.12,1.11383
67, 0.13,1.08995
67, 0.14,1.20327
67, 0.15,1.19012
67, 0.16,1.1638
67, 0.17,1.1661
67, 0.18,1.14207
67, 0.19,1.14024
67, 0.2,1.02476
67, 0.21,1.06194
67, 0.22,1.08181
67, 0.23,1.08888
67, 0.24,1.17149
67, 0.25,1.10116
67, 0.26,1.00788
67, 0.27,0.960688
67, 0.28,1.0083
67, 0.29,0.94401
67, 0.3,0.974558
67, 0.31,1.04494
67, 0.32,1.07749
67, 0.33,0.942285
67, 0.34,0.942672
67, 0.35,0.956496
67, 0.36,0.942116
67, 0.37,1.00093
67, 0.38,0.865273
67, 0.39,0.862682
67, 0.4,0.7972
67, 0.41,0.721432
67, 0.42,0.760625
67, 0.43,0.651572
67, 0.44,0.661241
67, 0.45,0.682572
67, 0.46,0.681967
67, 0.47,0.695828
67, 0.48,0.674834
67, 0.49,0.717958
67, 0.5,0.765979
67, 0.51,0.747132
67, 0.52,0.738181
67, 0.53,0.732907
67, 0.54,0.727412
67, 0.55,0.734946
67, 0.56,0.755166
67, 0.57,0.770687
67, 0.58,0.775068
67, 0.59,0.807686
67, 0.6,0.864679
67, 0.61,0.811305
67, 0.62,0.830925
67, 0.63,0.783321
67, 0.64,0.783498
67, 0.65,0.841954
67, 0.66,0.88551
67, 0.67,0.860399
67, 0.68,0.880001
67, 0.69,0.843539
67, 0.7,0.808666
67, 0.71,0.813166
67, 0.72,0.783835
67, 0.73,0.820595
67, 0.74,0.789667
67, 0.75,0.783826
67, 0.76,0.790666
67, 0.77,0.800355
67, 0.78,0.777482
67, 0.79,0.783408
67, 0.8,0.741936
67, 0.81,0.687522
67, 0.82,0.657536
67, 0.83,0.64781
67, 0.84,0.666873
67, 0.85,0.661998
67, 0.86,0.672866
67, 0.87,0.641794
67, 0.88,0.638855
67, 0.89,0.674331
67, 0.9,0.659377
67, 0.91,0.654429
67, 0.92,0.651864
67, 0.93,0.677091
67, 0.94,0.65939
67, 0.95,0.680142
67, 0.96,0.684784
67, 0.97,0.684449
67, 0.98,0.641575
67, 0.99,0.623639
67, 1,0.646047

Simulation:t,X,
68, 0,1
68, 0.01,0.969576
68, 0.02,0.983429
68, 0.03,1.05532
68, 0.04,0.966469
68, 0.05,0.873983
68, 0.06,0.898852
68, 0.07,0.872422
68, 0.08,0.948394
68, 0.09,0.981804
68, 0.1,0.894064
68, 0.11,0.880601
68, 0.12,0.841729
68, 0.13,0.882625
68, 0.14,0.950546
68, 0.15,0.956736
68, 0.16,0.977052
68, 0.17,0.985861
68, 0.18,0.929443
68, 0.19,0.933624
68, 0.2,0.901952
68, 0.21,0.896028
68, 0.22,0.930483
68, 0.23,0.994436
68, 0.24,0.946547
68, 0.25,0.928491
68, 0.26,0.917046
68, 0.27,0.883197
68, 0.28,0.965956
68, 0.29,1.05177
68, 0.3,0.997767
68, 0.31,0.960567
68, 0.32,0.997218
68, 0.33,0.954026
68, 0.34,0.91351
68, 0.35,0.917494
68, 0.36,0.911017
68, 0.37,0.905707
68, 0.38,0.855612
68, 0.39,0.916373
68, 0.4,0.885915
68, 0.41,0.891477
68, 0.42,0.925536
68, 0.43,0.954881
68, 0.44,0.900519
68, 0.45,0.9516
68, 0.46,0.944053
68, 0.47,0.9601
68, 0.48,0.971548
68, 0.49,0.951049
68, 0.5,0.938169
68, 0.51,0.940566
68, 0.52,0.964107
68, 0.53,0.94126
68, 0.54,1.01084
68, 0.55,0.919754
68, 0.56,0.878844
68, 0.57,0.874207
68, 0.58,0.864574
68, 0.59,0.795244
68, 0.6,0.779453
68, 0.61,0.785604
68, 0.62,0.785811
68, 0.63,0.789628
68, 0.64,0.773532
68, 0.65,0.787345
68, 0.66,0.676436
68, 0.67,0.639068
68, 0.68,0.647586
68, 0.69,0.673297
68, 0.7,0.708832
68, 0.71,0.732207
68, 0.72,0.810935
68, 0.73,0.768155
68, 0.74,0.813147
68, 0.75,0.863603
68, 0.76,0.896274
68, 0.77,0.929782
68, 0.78,0.994074
68, 0.79,0.933884
68, 0.8,0.915521
68, 0.81,0.927824
68, 0.82,0.970824
68, 0.83,0.924774
68, 0.84,0.847129
68, 0.85,0.835621
68, 0.86,0.829484
68, 0.87,0.786899
68, 0.88,0.801366
68, 0.89,0.80071
68, 0.9,0.805189
68, 0.91,0.759328
68, 0.92,0.805838
68, 0.93,0.787266
68, 0.94,0.852644
68, 0.95,0.816873
68, 0.96,0.748855
68, 0.97,0.770625
68, 0.98,0.744708
68, 0.99,0.747592
68, 1,0.726706

Simulation:t,X,
69, 0,1
69, 0.01,0.954775
69, 0.02,1.02232
69, 0.03,1.10124
69, 0.04,1.03146
69, 0.05,1.03539
69, 0.06,1.05766
69, 0.07,1.10004
69, 0.08,1.00306
69, 0.09,0.991241
69, 0.1,0.995504
69, 0.11,0.97696
69, 0.12,0.966236
69, 0.13,1.00834
69, 0.14,1.05946
69, 0.15,1.11324
69, 0.16,1.15808
69, 0.17,1.11718
69, 0.18,1.00914
69, 0.19,1.0159
69, 0.2,0.982119
69, 0.21,0.972989
69, 0.22,0.835263
69, 0.23,0.923009
69, 0.24,0.866473
69, 0.25,0.835561
69, 0.26,0.83692
69, 0.27,0.831986
69, 0.28,0.80819
69, 0.29,0.849215
69, 0.3,0.806819
69, 0.31,0.756715
69, 0.32,0.728122
69, 0.33,0.764044
69, 0.34,0.776039
69, 0.35,0.785241
69, 0.36,0.802472
69, 0.37,0.707273
69, 0.38,0.771851
69, 0.39,0.808691
69, 0.4,0.862316
69, 0.41,0.822334
69, 0.42,0.896538
69, 0.43,0.841654
69, 0.44,0.852473
69, 0.45,0.835412
69, 0.46,0.9217
69, 0.47,0.943924
69, 0.48,0.998369
69, 0.49,1.07815
69, 0.5,1.15075
69, 0.51,1.23498
69, 0.52,1.22682
69, 0.53,1.20332
69, 0.54,1.19007
69, 0.55,1.21689
69, 0.56,1.22063
69, 0.57,1.1759
69, 0.58,1.2385
69, 0.59,1.26121
69, 0.6,1.34826
69, 0.61,1.29645
69, 0.62,1.18911
69, 0.63,1.15298
69, 0.64,1.12186
69, 0.65,1.20169
69, 0.66,1.25028
69, 0.67,1.33149
69, 0.68,1.12525
69, 0.69,1.13306
69, 0.7,1.10213
69, 0.71,1.04169
69, 0.72,1.06803
69, 0.73,1.09992
69, 0.74,1.08047
69, 0.75,1.1549
69, 0.76,1.05542
69, 0.77,1.02832
69, 0.78,0.987252
69, 0.79,1.05039
69, 0.8,1.06504
69, 0.81,1.07343
69, 0.82,0.982573
69, 0.83,0.909475
69, 0.84,0.943137
69, 0.85,0.919037
69, 0.86,0.938458
69, 0.87,0.876376
69, 0.88,0.919521
69, 0.89,0.911529
69, 0.9,0.916595
69, 0.91,0.9228
69, 0.92,0.837292
69, 0.93,0.811843
69, 0.94,0.788407
69, 0.95,0.755912
69, 0.96,0.735755
69, 0.97,0.807995
69, 0.98,0.762286
69, 0.99,0.729983
69, 1,0.75307

Simulation:t,X,
70, 0,1
70, 0.01,0.989761
70, 0.02,0.986734
70, 0.03,0.96412
70, 0.04,0.964126
70, 0.05,0.914635
70, 0.06,0.886325
70, 0.07,0.915718
70, 0.08,0.931798
70, 0.09,1.02523
70, 0.1,1.04343
70, 0.11,1.05812
70, 0.12,1.07105
70, 0.13,1.03395
70, 0.14,1.08558
70, 0.15,1.12177
70, 0.16,1.15592
70, 0.17,1.14288
70, 0.18,1.23604
70, 0.19,1.2025
70, 0.2,1.24722
70, 0.21,1.269
70, 0.22,1.27672
70, 0.23,1.26684
70, 0.24,1.25605
70, 0.25,1.27531
70, 0.26,1.35619
70, 0.27,1.36043
70, 0.28,1.35599
70, 0.29,1.31731
70, 0.3,1.25154
70, 0.31,1.234
70, 0.32,1.29036
70, 0.33,1.34203
70, 0.34,1.26454
70, 0.35,1.22894
70, 0.36,1.33005
70, 0.37,1.3211
70, 0.38,1.26575
70, 0.39,1.32514
70, 0.4,1.25925
70, 0.41,1.25873
70, 0.42,1.25907
70, 0.43,1.35699
70, 0.44,1.36498
70, 0.45,1.40836
70, 0.46,1.38238
70, 0.47,1.32829
70, 0.48,1.34219
70, 0.49,1.2165
70, 0.5,1.18122
70, 0.51,1.18111
70, 0.52,1.17525
70, 0.53,1.1852
70, 0.54,1.22916
70, 0.55,1.22535
70, 0.56,1.15266
70, 0.57,1.15312
70, 0.58,1.22218
70, 0.59,1.12116
70, 0.6,1.03087
70, 0.61,1.08784
70, 0.62,0.942761
70, 0.63,0.974947
70, 0.64,0.972559
70, 0.65,1.01851
70, 0.66,1.01559
70, 0.67,1.05125
70, 0.68,1.19832
70, 0.69,1.21951
70, 0.7,1.13747
70, 0.71,1.18838
70, 0.72,1.17437
70, 0.73,1.09833
70, 0.74,1.13546
70, 0.75,1.12429
70, 0.76,1.21047
70, 0.77,1.19087
70, 0.78,1.30812
70, 0.79,1.28162
70, 0.8,1.28957
70, 0.81,1.27539
70, 0.82,1.34505
70, 0.83,1.31131
70, 0.84,1.30621
70, 0.85,1.21498
70, 0.86,1.32254
70, 0.87,1.31304
70, 0.88,1.26628
70, 0.89,1.21269
70, 0.9,1.14629
70, 0.91,1.09506
70, 0.92,1.00045
70, 0.93,0.941346
70, 0.94,0.938892
70, 0.95,0.878912
70, 0.96,0.892845
70, 0.97,0.838406
70, 0.98,0.889899
70, 0.99,0.896934
70, 1,0.9143

Simulation:t,X,
71, 0,1
71, 0.01,1.03795
71, 0.02,0.949148
71, 0.03,0.969155
71, 0.04,0.990833
71, 0.05,0.957907
71, 0.06,1.01771
71, 0.07,0.946354
71, 0.08,0.91448
71, 0.09,1.00781
71, 0.1,1.08803
71, 0.11,1.16392
71, 0.12,1.18594
71, 0.13,1.19365
71, 0.14,1.1276
71, 0.15,1.18355
71, 0.16,1.20349
71, 0.17,1.18534
71, 0.18,1.16305
71, 0.19,1.09804
71, 0.2,1.06433
71, 0.21,1.12287
71, 0.22,1.1973
71, 0.23,1.24056
71, 0.24,1.22641
71, 0.25,1.22438
71, 0.26,1.17716
71, 0.27,1.0337
71, 0.28,0.965989
71, 0.29,0.882817
71, 0.3,0.855058
71, 0.31,0.88458
71, 0.32,0.831198
71, 0.33,0.828328
71, 0.34,0.845006
71, 0.35,0.903787
71, 0.36,0.910799
71, 0.37,0.928842
71, 0.38,0.941122
71, 0.39,1.0358
71, 0.4,0.957367
71, 0.41,0.961385
71, 0.42,0.989418
71, 0.43,1.04389
71, 0.44,1.10451
71, 0.45,1.17994
71, 0.46,1.13289
71, 0.47,1.14348
71, 0.48,1.19368
71, 0.49,1.19014
71, 0.5,1.09787
71, 0.51,1.14272
71, 0.52,1.08698
71, 0.53,1.22812
71, 0.54,1.26327
71, 0.55,1.17174
71, 0.56,1.08025
71, 0.57,1.16956
71, 0.58,1.13315
71, 0.59,1.17792
71, 0.6,1.20124
71, 0.61,1.14173
71, 0.62,1.03396
71, 0.63,1.0115
71, 0.64,1.00769
71, 0.65,1.07633
71, 0.66,0.96944
71, 0.67,0.99116
71, 0.68,1.0334
71, 0.69,0.94402
71, 0.7,0.929475
71, 0.71,0.899349
71, 0.72,0.89206
71, 0.73,0.921367
71, 0.74,0.89081
71, 0.75,0.842533
71, 0.76,0.763194
71, 0.77,0.745103
71, 0.78,0.702239
71, 0.79,0.689981
71, 0.8,0.772445
71, 0.81,0.770921
71, 0.82,0.815105
71, 0.83,0.820341
71, 0.84,0.804676
71, 0.85,0.807468
71, 0.86,0.843335
71, 0.87,0.79182
71, 0.88,0.800016
71, 0.89,0.842214
71, 0.9,0.814984
71, 0.91,0.849979
71, 0.92,0.846811
71, 0.93,0.881643
71, 0.94,0.904316
71, 0.95,0.826713
71, 0.96,0.992706
71, 0.97,0.963555
71, 0.98,0.93239
71, 0.99,0.814884
71, 1,0.77712

Simulation:t,X,
72, 0,1
72, 0.01,1.00686
72, 0.02,1.01629
72, 0.03,1.05495
72, 0.04,1.19977
72, 0.05,1.19852
72, 0.06,1.32583
72, 0.07,1.23279
72, 0.08,1.23471
72, 0.09,1.11999
72, 0.1,1.08458
72, 0.11,1.16788
72, 0.12,1.17036
72, 0.13,1.19567
72, 0.14,1.21078
72, 0.15,1.25844
72, 0.16,1.26994
72, 0.17,1.36615
72, 0.18,1.39049
72, 0.19,1.35222
72, 0.2,1.36492
72, 0.21,1.32087
72, 0.22,1.27856
72, 0.23,1.33459
72, 0.24,1.30249
72, 0.25,1.36267
72, 0.26,1.20683
72, 0.27,1.25025
72, 0.28,1.1582
72, 0.29,1.13808
72, 0.3,1.11629
72, 0.31,1.1135
72, 0.32,1.22734
72, 0.33,1.17585
72, 0.34,1.17667
72, 0.35,1.23409
72, 0.36,1.18978
72, 0.37,1.10813
72, 0.38,1.10687
72, 0.39,1.00898
72, 0.4,0.936831
72, 0.41,0.954948
72, 0.42,1.00376
72, 0.43,1.11102
72, 0.44,1.14969
72, 0.45,1.13682
72, 0.46,1.1621
72, 0.47,1.0811
72, 0.48,1.05757
72, 0.49,1.12144
72, 0.5,1.02518
72, 0.51,1.09106
72, 0.52,1.1158
72, 0.53,1.07867
72, 0.54,1.14348
72, 0.55,1.03636
72, 0.56,1.03221
72, 0.57,0.982822
72, 0.58,0.95362
72, 0.59,1.0077
72, 0.6,0.916155
72, 0.61,0.997358
72, 0.62,0.987362
72, 0.63,0.881356
72, 0.64,0.872466
72, 0.65,0.936383
72, 0.66,0.926326
72, 0.67,0.882226
72, 0.68,0.889159
72, 0.69,0.896485
72, 0.7,0.972401
72, 0.71,0.967836
72, 0.72,0.927269
72, 0.73,0.899605
72, 0.74,0.832054
72, 0.75,0.843301
72, 0.76,0.854022
72, 0.77,0.874344
72, 0.78,0.874198
72, 0.79,0.850679
72, 0.8,0.910662
72, 0.81,0.91995
72, 0.82,0.913653
72, 0.83,0.923935
72, 0.84,0.871943
72, 0.85,0.799364
72, 0.86,0.938738
72, 0.87,0.86389
72, 0.88,0.786689
72, 0.89,0.90078
72, 0.9,0.950624
72, 0.91,0.983488
72, 0.92,0.997488
72, 0.93,1.04941
72, 0.94,1.0908
72, 0.95,1.0664
72, 0.96,1.15222
72, 0.97,1.10973
72, 0.98,1.06736
72, 0.99,1.08256
72, 1,1.1336

Simulation:t,X,
73, 0,1
73, 0.01,0.957605
73, 0.02,0.939294
73, 0.03,0.886326
73, 0.04,0.911053
73, 0.05,0.943192
73, 0.06,0.921384
73, 0.07,0.892523
73, 0.08,0.951014
73, 0.09,0.96541
73, 0.1,0.920103
73, 0.11,0.924373
73, 0.12,1.01785
73, 0.13,1.02331
73, 0.14,0.992237
73, 0.15,1.02072
73, 0.16,1.00207
73, 0.17,1.00786
73, 0.18,0.928537
73, 0.19,0.944236
73, 0.2,0.922837
73, 0.21,0.902453
73, 0.22,0.911732
73, 0.23,0.935574
73, 0.24,0.952704
73, 0.25,0.968519
73, 0.26,0.924344
73, 0.27,0.821232
73, 0.28,0.769395
73, 0.29,0.762752
73, 0.3,0.771785
73, 0.31,0.830334
73, 0.32,0.892884
73, 0.33,0.895751
73, 0.34,0.870548
73, 0.35,0.857326
73, 0.36,0.819659
73, 0.37,0.776367
73, 0.38,0.721986
73, 0.39,0.735453
73, 0.4,0.746479
73, 0.41,0.721416
73, 0.42,0.672781
73, 0.43,0.671021
73, 0.44,0.700875
73, 0.45,0.763327
73, 0.46,0.751843
73, 0.47,0.777139
73, 0.48,0.860392
73, 0.49,0.862222
73, 0.5,0.860379
73, 0.51,0.928605
73, 0.52,0.863702
73, 0.53,0.8304
73, 0.54,0.782511
73, 0.55,0.776549
73, 0.56,0.804452
73, 0.57,0.793179
73, 0.58,0.77788
73, 0.59,0.775528
73, 0.6,0.744699
73, 0.61,0.697917
73, 0.62,0.672073
73, 0.63,0.678083
73, 0.64,0.726903
73, 0.65,0.794855
73, 0.66,0.833078
73, 0.67,0.848518
73, 0.68,0.82173
73, 0.69,0.799109
73, 0.7,0.766617
73, 0.71,0.738556
73, 0.72,0.74391
73, 0.73,0.731466
73, 0.74,0.810294
73, 0.75,0.893875
73, 0.76,0.927095
73, 0.77,0.897598
73, 0.78,0.800294
73, 0.79,0.797736
73, 0.8,0.798252
73, 0.81,0.782362
73, 0.82,0.820234
73, 0.83,0.855081
73, 0.84,0.887695
73, 0.85,0.962734
73, 0.86,1.03636
73, 0.87,0.974539
73, 0.88,0.986541
73, 0.89,0.906151
73, 0.9,0.897233
73, 0.91,0.905052
73, 0.92,0.983407
73, 0.93,0.952996
73, 0.94,0.979812
73, 0.95,0.892086
73, 0.96,0.875492
73, 0.97,0.817337
73, 0.98,0.840724
73, 0.99,0.89511
73, 1,0.91806

Simulation:t,X,
74, 0,1
74, 0.01,1.00963
74, 0.02,1.03552
74, 0.03,0.93214
74, 0.04,0.938955
74, 0.05,0.947992
74, 0.06,0.903388
74, 0.07,0.884136
74, 0.08,0.894763
74, 0.09,0.950589
74, 0.1,0.932772
74, 0.11,0.892146
74, 0.12,0.88844
74, 0.13,0.966689
74, 0.14,1.03063
74, 0.15,1.07316
74, 0.16,1.15252
74, 0.17,1.18972
74, 0.18,1.05849
74, 0.19,1.08704
74, 0.2,1.08747
74, 0.21,1.09335
74, 0.22,1.09584
74, 0.23,1.09591
74, 0.24,1.10606
74, 0.25,1.07439
74, 0.26,1.13718
74, 0.27,1.07808
74, 0.28,1.14818
74, 0.29,1.19115
74, 0.3,1.17958
74, 0.31,1.26003
74, 0.32,1.32248
74, 0.33,1.2556
74, 0.34,1.1035
74, 0.35,1.20876
74, 0.36,1.22448
74, 0.37,1.21653
74, 0.38,1.21816
74, 0.39,1.25747
74, 0.4,1.29876
74, 0.41,1.23252
74, 0.42,1.33887
74, 0.43,1.37557
74, 0.44,1.39292
74, 0.45,1.52521
74, 0.46,1.49306
74, 0.47,1.39649
74, 0.48,1.49588
74, 0.49,1.50986
74, 0.5,1.55254
74, 0.51,1.56861
74, 0.52,1.45691
74, 0.53,1.39916
74, 0.54,1.2994
74, 0.55,1.27555
74, 0.56,1.23642
74, 0.57,1.25401
74, 0.58,1.21009
74, 0.59,1.21711
74, 0.6,1.15406
74, 0.61,1.1295
74, 0.62,1.14583
74, 0.63,1.16614
74, 0.64,1.23025
74, 0.65,1.32079
74, 0.66,1.35246
74, 0.67,1.27897
74, 0.68,1.30135
74, 0.69,1.34021
74, 0.7,1.41871
74, 0.71,1.33153
74, 0.72,1.27768
74, 0.73,1.29459
74, 0.74,1.36082
74, 0.75,1.35905
74, 0.76,1.17541
74, 0.77,1.20287
74, 0.78,1.18306
74, 0.79,1.1182
74, 0.8,1.20476
74, 0.81,1.15009
74, 0.82,1.06898
74, 0.83,1.11482
74, 0.84,1.05949
74, 0.85,0.940979
74, 0.86,0.908306
74, 0.87,0.874519
74, 0.88,0.825131
74, 0.89,0.771244
74, 0.9,0.763651
74, 0.91,0.753353
74, 0.92,0.767787
74, 0.93,0.772567
74, 0.94,0.793354
74, 0.95,0.734156
74, 0.96,0.755923
74, 0.97,0.697912
74, 0.98,0.663285
74, 0.99,0.64963
74, 1,0.615151

Simulation:t,X,
75, 0,1
75, 0.01,0.919952
75, 0.02,1.05915
75, 0.03,1.06547
75, 0.04,1.12464
75, 0.05,1.09869
75, 0.06,1.10156
75, 0.07,1.0448
75, 0.08,1.03929
75, 0.09,0.988843
75, 0.1,1.00519
75, 0.11,1.0051
75, 0.12,1.03252
75, 0.13,0.923602
75, 0.14,0.972481
75, 0.15,0.979174
75, 0.16,1.00756
75, 0.17,0.967025
75, 0.18,0.997632
75, 0.19,1.13193
75, 0.2,1.20973
75, 0.21,1.28087
75, 0.22,1.31495
75, 0.23,1.34136
75, 0.24,1.26623
75, 0.25,1.28012
75, 0.26,1.34217
75, 0.27,1.33476
75, 0.28,1.21733
75, 0.29,1.28107
75, 0.3,1.28105
75, 0.31,1.20297
75, 0.32,1.14261
75, 0.33,1.06282
75, 0.34,0.996335
75, 0.35,1.0139
75, 0.36,1.09942
75, 0.37,1.16055
75, 0.38,1.08388
75, 0.39,1.00923
75, 0.4,1.00728
75, 0.41,0.903608
75, 0.42,0.923526
75, 0.43,0.91656
75, 0.44,0.93748
75, 0.45,0.914813
75, 0.46,0.972364
75, 0.47,1.0572
75, 0.48,1.01422
75, 0.49,1.01346
75, 0.5,0.97756
75, 0.51,0.99986
75, 0.52,1.01499
75, 0.53,1.07741
75, 0.54,1.07406
75, 0.55,1.13079
75, 0.56,1.20421
75, 0.57,1.14077
75, 0.58,1.25268
75, 0.59,1.26591
75, 0.6,1.24151
75, 0.61,1.28314
75, 0.62,1.19717
75, 0.63,1.25195
75, 0.64,1.21355
75, 0.65,1.28939
75, 0.66,1.32874
75, 0.67,1.3932
75, 0.68,1.34409
75, 0.69,1.37265
75, 0.7,1.44926
75, 0.71,1.51027
75, 0.72,1.51095
75, 0.73,1.54747
75, 0.74,1.69788
75, 0.75,1.70677
75, 0.76,1.69791
75, 0.77,1.64727
75, 0.78,1.69664
75, 0.79,1.63264
75, 0.8,1.74615
75, 0.81,1.70656
75, 0.82,1.62061
75, 0.83,1.64041
75, 0.84,1.59353
75, 0.85,1.42564
75, 0.86,1.33111
75, 0.87,1.31441
75, 0.88,1.4051
75, 0.89,1.46916
75, 0.9,1.41463
75, 0.91,1.4805
75, 0.92,1.34742
75, 0.93,1.30146
75, 0.94,1.31205
75, 0.95,1.19074
75, 0.96,1.25826
75, 0.97,1.18691
75, 0.98,1.15377
75, 0.99,1.12474
75, 1,1.16603

Simulation:t,X,
76, 0,1
76, 0.01,1.05048
76, 0.02,1.06214
76, 0.03,1.00913
76, 0.04,1.00171
76, 0.05,0.97192
76, 0.06,1.01749
76, 0.07,1.01948
76, 0.08,0.934444
76, 0.09,0.989408
76, 0.1,1.08205
76, 0.11,1.09245
76, 0.12,1.14996
76, 0.13,1.15163
76, 0.14,1.13744
76, 0.15,1.01672
76, 0.16,1.01336
76, 0.17,1.01971
76, 0.18,1.12481
76, 0.19,1.19153
76, 0.2,1.23292
76, 0.21,1.11947
76, 0.22,1.21743
76, 0.23,1.14872
76, 0.24,1.15612
76, 0.25,1.20377
76, 0.26,1.21844
76, 0.27,1.3085
76, 0.28,1.24583
76, 0.29,1.2608
76, 0.3,1.23156
76, 0.31,1.18363
76, 0.32,1.26858
76, 0.33,1.28621
76, 0.34,1.28687
76, 0.35,1.31108
76, 0.36,1.25984
76, 0.37,1.43531
76, 0.38,1.4534
76, 0.39,1.5908
76, 0.4,1.61577
76, 0.41,1.70453
76, 0.42,1.7288
76, 0.43,1.54304
76, 0.44,1.57362
76, 0.45,1.60828
76, 0.46,1.56762
76, 0.47,1.4998
76, 0.48,1.40046
76, 0.49,1.39435
76, 0.5,1.50996
76, 0.51,1.4855
76, 0.52,1.60942
76, 0.53,1.5391
76, 0.54,1.60429
76, 0.55,1.49684
76, 0.56,1.47672
76, 0.57,1.37436
76, 0.58,1.44544
76, 0.59,1.44475
76, 0.6,1.44176
76, 0.61,1.5463
76, 0.62,1.51607
76, 0.63,1.70193
76, 0.64,1.71062
76, 0.65,1.81947
76, 0.66,1.8008
76, 0.67,1.84096
76, 0.68,1.86051
76, 0.69,1.8086
76, 0.7,1.81961
76, 0.71,1.81333
76, 0.72,1.77582
76, 0.73,1.73132
76, 0.74,1.78189
76, 0.75,1.62666
76, 0.76,1.695
76, 0.77,1.52175
76, 0.78,1.66862
76, 0.79,1.66715
76, 0.8,1.76796
76, 0.81,1.80559
76, 0.82,1.78821
76, 0.83,1.7138
76, 0.84,1.73132
76, 0.85,1.78247
76, 0.86,1.89834
76, 0.87,1.81153
76, 0.88,1.87206
76, 0.89,1.8924
76, 0.9,1.92674
76, 0.91,1.92926
76, 0.92,2.0495
76, 0.93,2.02722
76, 0.94,1.90076
76, 0.95,1.67605
76, 0.96,1.85781
76, 0.97,1.97966
76, 0.98,2.11241
76, 0.99,2.13811
76, 1,2.2598

Simulation:t,X,
77, 0,1
77, 0.01,0.987024
77, 0.02,1.01479
77, 0.03,1.08118
77, 0.04,1.09584
77, 0.05,1.14535
77, 0.06,1.11631
77, 0.07,1.0217
77, 0.08,1.0372
77, 0.09,1.08221
77, 0.1,1.13289
77, 0.11,1.11355
77, 0.12,1.04429
77, 0.13,1.08397
77, 0.14,1.04027
77, 0.15,1.02452
77, 0.16,1.04091
77, 0.17,1.02736
77, 0.18,1.01921
77, 0.19,1.01426
77, 0.2,0.974353
77, 0.21,0.907025
77, 0.22,0.834258
77, 0.23,0.795918
77, 0.24,0.812456
77, 0.25,0.7914
77, 0.26,0.817027
77, 0.27,0.869044
77, 0.28,0.886495
77, 0.29,0.8892
77, 0.3,0.90284
77, 0.31,0.987259
77, 0.32,0.940118
77, 0.33,0.967459
77, 0.34,0.923694
77, 0.35,0.882681
77, 0.36,0.891207
77, 0.37,0.880977
77, 0.38,0.88301
77, 0.39,0.925052
77, 0.4,0.925918
77, 0.41,0.888082
77, 0.42,0.818267
77, 0.43,0.825059
77, 0.44,0.877501
77, 0.45,0.846939
77, 0.46,0.857506
77, 0.47,0.818842
77, 0.48,0.752867
77, 0.49,0.717648
77, 0.5,0.713167
77, 0.51,0.700649
77, 0.52,0.733106
77, 0.53,0.752911
77, 0.54,0.762571
77, 0.55,0.743771
77, 0.56,0.724158
77, 0.57,0.689042
77, 0.58,0.765183
77, 0.59,0.753652
77, 0.6,0.811555
77, 0.61,0.810089
77, 0.62,0.857073
77, 0.63,0.871335
77, 0.64,0.890654
77, 0.65,0.891679
77, 0.66,0.846377
77, 0.67,0.887829
77, 0.68,0.90155
77, 0.69,0.903492
77, 0.7,0.871306
77, 0.71,0.85689
77, 0.72,0.91189
77, 0.73,0.901488
77, 0.74,0.920455
77, 0.75,0.883026
77, 0.76,0.934204
77, 0.77,0.916744
77, 0.78,0.968346
77, 0.79,0.916117
77, 0.8,0.877707
77, 0.81,0.808064
77, 0.82,0.791424
77, 0.83,0.873636
77, 0.84,0.851244
77, 0.85,0.825301
77, 0.86,0.792458
77, 0.87,0.828901
77, 0.88,0.85405
77, 0.89,0.933161
77, 0.9,0.91932
77, 0.91,0.958995
77, 0.92,0.978364
77, 0.93,0.888883
77, 0.94,0.887364
77, 0.95,0.925372
77, 0.96,0.97238
77, 0.97,1.0631
77, 0.98,1.07424
77, 0.99,1.05173
77, 1,1.08014

Simulation:t,X,
78, 0,1
78, 0.01,1.06513
78, 0.02,1.11832
78, 0.03,1.10923
78, 0.04,1.13458
78, 0.05,1.01038
78, 0.06,1.04826
78, 0.07,0.912218
78, 0.08,0.897391
78, 0.09,0.984457
78, 0.1,0.990022
78, 0.11,0.97263
78, 0.12,0.943444
78, 0.13,0.913622
78, 0.14,0.933473
78, 0.15,0.912414
